folder,name,title,original_name,src,origin_folders,dupes_removed,md5
UI Sounds/iPhone,SIM Toolkit Call Dropped.caf,SIM Toolkit Call Dropped,SIMToolkitCallDropped.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/SIMToolkitCallDropped.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,a7bae16997f0e2508cb92f2db7e0745d
UI Sounds/iPhone,SIM Toolkit General Beep.caf,SIM Toolkit General Beep,SIMToolkitGeneralBeep.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/SIMToolkitGeneralBeep.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,10822996faa710d5fb2f5b83858eeaae
UI Sounds/iPhone,SIM Toolkit Negative ACK.caf,SIM Toolkit Negative ACK,SIMToolkitNegativeACK.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/SIMToolkitNegativeACK.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,ea0476d59ab99a8e9dd3c23a3b72b972
UI Sounds/iPhone,SIM Toolkit Positive ACK.caf,SIM Toolkit Positive ACK,SIMToolkitPositiveACK.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/SIMToolkitPositiveACK.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,b33ad59cd2499dfca01d033f600f8bbc
UI Sounds/iPhone,SIM Toolkit SMS.caf,SIM Toolkit SMS,SIMToolkitSMS.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/SIMToolkitSMS.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,8bd02263e0e3baca9e5c7ec528a9d090
UI Sounds/iPhone,Sent Message.caf,Sent Message,SentMessage.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/SentMessage.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,da0a5cc0b03913548a061d313a2751c1
UI Sounds/iPhone,Swish.caf,Swish,Swish.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Swish.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,ff2ea98b91677af6d662d876dc01f845
UI Sounds/iPhone,Tink.caf,Tink,Tink.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Tink.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,119fed04c730290c79f6ee593cce5433
UI Sounds/iPhone,Tock.caf,Tock,Tock.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/Tock.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,85350cc592a588da184b4643e4094cf5
UI Sounds/iPhone,Webcam Start.caf,Webcam Start,WebcamStart.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/WebcamStart.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,65fd8feff709e01c3f8a012112f882fe
UI Sounds/iPhone,Access Scan Complete.caf,Access Scan Complete,access_scan_complete.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/access_scan_complete.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,1ba4ef82e70d873fed6d25bf2db3a106
UI Sounds/iPhone,Acknowledgment Received.caf,Acknowledgment Received,acknowledgment_received.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/acknowledgment_received.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,a1228ab26b8c366e9d5b4e1698420e99
UI Sounds/iPhone,Acknowledgment Sent.caf,Acknowledgment Sent,acknowledgment_sent.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/acknowledgment_sent.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/ChatKit.framework",1,db0e1f4773539e45fcdcf93442ae977e
UI Sounds/iPhone,Alarm.caf,Alarm,alarm.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/alarm.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,20329f64e86d66d1d173c5d91078cdba
UI Sounds/iPhone,Begin Record.caf,Begin Record,begin_record.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/begin_record.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,d9d6bbf4e1c7041445c6e6ee3d1aa924
UI Sounds/iPhone,Camera Timer Countdown.caf,Camera Timer Countdown,camera_timer_countdown.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/camera_timer_countdown.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/CameraUI.framework",1,43018075c60ae57068148590ba5cd2ed
UI Sounds/iPhone,Camera Timer Final Second.caf,Camera Timer Final Second,camera_timer_final_second.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/camera_timer_final_second.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/CameraUI.framework",1,e91face7ea8bde807670b8421fdb3aa4
UI Sounds/iPhone,Connect Power.caf,Connect Power,connect_power.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/connect_power.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources | 23G83__iPhone18,2/System/Library/Audio/UISounds",1,aab5583dd68980df6502d43ba4dbc79e
UI Sounds/iPhone,Ct Busy.caf,Ct Busy,ct-busy.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ct-busy.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,977797d3ec087d3086b432d748ed9956
UI Sounds/iPhone,Ct Congestion.caf,Ct Congestion,ct-congestion.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ct-congestion.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,d065b5a840608b7f5534b8fa8b83c1ab
UI Sounds/iPhone,Ct Error.caf,Ct Error,ct-error.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ct-error.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,5b1b7b674659f193f602e06d74939029
UI Sounds/iPhone,Ct Keytone 2.caf,Ct Keytone 2,ct-keytone2.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ct-keytone2.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,8ae9b364aac35ae94b9a61cb31a032aa
UI Sounds/iPhone,ct-path Ack.caf,ct-path Ack,ct-path-ack.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/ct-path-ack.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,5c136cbc77bc404638f382dc8f79ea0c
UI Sounds/iPhone,End Record.caf,End Record,end_record.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/end_record.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/ChatKit.framework",1,17b001ba943d1b3ccfbea94b2861e838
UI Sounds/iPhone,Focus Change App Icon.caf,Focus Change App Icon,focus_change_app_icon.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/focus_change_app_icon.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,13105f0c8cef9fcf9941ffed7f101a65
UI Sounds/iPhone,Focus Change Keyboard.caf,Focus Change Keyboard,focus_change_keyboard.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/focus_change_keyboard.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,41de6f4ac929c2ec5478c2d5a1c5593e
UI Sounds/iPhone,Focus Change Large.caf,Focus Change Large,focus_change_large.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/focus_change_large.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,562faded6bb02fcbb1c76079afc1171f
UI Sounds/iPhone,Focus Change Small.caf,Focus Change Small,focus_change_small.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/focus_change_small.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,bd0c9c491cd4aa65d19482a1b1bb81a1
UI Sounds/iPhone,Go To Sleep Alert.caf,Go To Sleep Alert,go_to_sleep_alert.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/go_to_sleep_alert.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,0afbdeb3920a238a9384787d84c96162
UI Sounds/iPhone,Health Notification.caf,Health Notification,health_notification.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/health_notification.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,254d7b9b99de93c2e6af8721ca03899b
UI Sounds/iPhone,Jbl Ambiguous.caf,Jbl Ambiguous,jbl_ambiguous.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_ambiguous.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,b0c1b3544f721515cdeec37020163ac4
UI Sounds/iPhone,Jbl Begin.caf,Jbl Begin,jbl_begin.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_begin.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,dcda24ca242c41960ae9a6e4431e18dc
UI Sounds/iPhone,Jbl Begin Short.caf,Jbl Begin Short,jbl_begin_short.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_begin_short.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,4174484bc23d470a407aa2f5555a1fe4
UI Sounds/iPhone,Jbl Begin Short Carplay.caf,Jbl Begin Short Carplay,jbl_begin_short_carplay.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_begin_short_carplay.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,e339246b04636fa93a31d2fb5db51654
UI Sounds/iPhone,Jbl Cancel.caf,Jbl Cancel,jbl_cancel.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_cancel.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,73b05f4c1fd2054a1c0e6954abeabef7
UI Sounds/iPhone,Jbl Confirm.caf,Jbl Confirm,jbl_confirm.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_confirm.caf","23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,11eba3c68fee41bc34c094b182dd07fb
UI Sounds/iPhone,Jbl No Match.caf,Jbl No Match,jbl_no_match.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/jbl_no_match.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,12caaebab18d2b25568a85e6e07f7d42
UI Sounds/iPhone,Key Press Modifier.caf,Key Press Modifier,key_press_modifier.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/key_press_modifier.caf","23G83__iPhone18,2/Library/Audio/Tunings/Generic/Haptics/AudioResources | 23G83__iPhone18,2/System/Library/Audio/UISounds | 23G83__iPhone18,2/System/Library/PrivateFrameworks/UIKitCore.framework",2,dd4af6c199819480237dadff9819a016
UI Sounds/iPhone,Keyboard Press Clear.caf,Keyboard Press Clear,keyboard_press_clear.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/keyboard_press_clear.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,5a4911c71c3dbeb8180a7dbe5e10647e
UI Sounds/iPhone,Keyboard Press Delete.caf,Keyboard Press Delete,keyboard_press_delete.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/keyboard_press_delete.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,c3d95c07c3c64d5f80f76b0e39af4b5f
UI Sounds/iPhone,Keyboard Press Normal.caf,Keyboard Press Normal,keyboard_press_normal.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/keyboard_press_normal.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,64813567d91ff01c7fcf5117184ffc2a
UI Sounds/iPhone,Lock.wav,Lock,lock.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/lock.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,c17fd9c6fa9cc02f903ba92bb919c2ce
UI Sounds/iPhone,Long Low Short High.caf,Long Low Short High,long_low_short_high.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/long_low_short_high.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,6377cfd4ac87b02e6aca0e62deedc996
UI Sounds/iPhone,Low Power.caf,Low Power,low_power.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/low_power.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,e8cc0ccf9ecf58215fbc7c0e5c2ed089
UI Sounds/iPhone,Middle 9 Short Double Low.caf,Middle 9 Short Double Low,middle_9_short_double_low.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/middle_9_short_double_low.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,7b4e41be80353fed41110e449304b4b6
UI Sounds/iPhone,Multiway Invitation.caf,Multiway Invitation,multiway_invitation.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/multiway_invitation.caf","23G83__iPhone18,2/System/Library/Audio/UISounds",0,df6c586d220b0cb77e20cadf5fd8adcd
UI Sounds/Watch,3rd Party Direction Down Haptic.caf,3rd Party Direction Down Haptic,3rdParty_DirectionDown_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_DirectionDown_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,0d4ebab74dfca6683da1e84d7ff64b23
UI Sounds/Watch,3rd Party Direction Up Haptic.caf,3rd Party Direction Up Haptic,3rdParty_DirectionUp_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_DirectionUp_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,90c1ff27ff1244a6504b938a9055c817
UI Sounds/Watch,3rd Party Failure Haptic.caf,3rd Party Failure Haptic,3rdParty_Failure_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_Failure_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,f86529af5960d71073aaa31684e2e95b
UI Sounds/Watch,3rd Party Retry Haptic.caf,3rd Party Retry Haptic,3rdParty_Retry_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_Retry_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7203736b9ae4727f58092028125ca275
UI Sounds/Watch,3rd Party Start Haptic.caf,3rd Party Start Haptic,3rdParty_Start_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_Start_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,b914f10ebaca31e9bfa5a60b7ea058a7
UI Sounds/Watch,3rd Party Stop Haptic.caf,3rd Party Stop Haptic,3rdParty_Stop_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_Stop_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,19e19241473f8ee24ff278e6e2b9931c
UI Sounds/Watch,3rd Party Success Haptic.caf,3rd Party Success Haptic,3rdParty_Success_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rdParty_Success_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,bcca15a991ee0f619baacc1b3449aa17
UI Sounds/Watch,3rd Party Critical Haptic.caf,3rd Party Critical Haptic,3rd_Party_Critical_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/3rd_Party_Critical_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,9cce4e04d1a7cf60d7745a20ec13c222
UI Sounds/Watch,Alarm Haptic.caf,Alarm Haptic,Alarm_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alarm_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,e994193dd3f1faaefceb8771f40d5f6e
UI Sounds/Watch,Alarm Nightstand Haptic.caf,Alarm Nightstand Haptic,Alarm_Nightstand_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alarm_Nightstand_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,ca24a18aa3bdae46bea41861828e7449
UI Sounds/Watch,Alert 1st Party Haptic.caf,Alert 1st Party Haptic,Alert_1stParty_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_1stParty_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",7,b5987f6120e19ae2783560284267058f
UI Sounds/Watch,Alert 3rd Party Haptic.caf,Alert 3rd Party Haptic,Alert_3rdParty_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_3rdParty_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,25d0a70ccfd4f336258712b1091e3906
UI Sounds/Watch,Alert 3rd Party Salient Haptic.caf,Alert 3rd Party Salient Haptic,Alert_3rdParty_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_3rdParty_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,57155049865ecf9132a4f618eb24c9b2
UI Sounds/Watch,Alert Activity Friends Goal Attained Haptic.caf,Alert Activity Friends Goal Attained Haptic,Alert_ActivityFriendsGoalAttained_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_ActivityFriendsGoalAttained_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7cba20a4b3cdba8ddb3940fe7d95dc73
UI Sounds/Watch,Alert Activity Goal Attained Haptic.caf,Alert Activity Goal Attained Haptic,Alert_ActivityGoalAttained_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_ActivityGoalAttained_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,6f70d9750343c8ec215f2068973d0847
UI Sounds/Watch,Alert Activity Goal Attained Salient Haptic.caf,Alert Activity Goal Attained Salient Haptic,Alert_ActivityGoalAttained_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_ActivityGoalAttained_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,c1417b8df80eaee2e5a392c388e9383d
UI Sounds/Watch,Alert Activity Goal Behind Haptic.caf,Alert Activity Goal Behind Haptic,Alert_ActivityGoalBehind_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_ActivityGoalBehind_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,989f8bec3821266f82cd13a894b46670
UI Sounds/Watch,Alert Activity Goal Behind Salient Haptic.caf,Alert Activity Goal Behind Salient Haptic,Alert_ActivityGoalBehind_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_ActivityGoalBehind_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,4ec4cfda86284478bb67fd0199697f87
UI Sounds/Watch,Alert Battery Low 10p Haptic.caf,Alert Battery Low 10p Haptic,Alert_BatteryLow_10p_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_BatteryLow_10p_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,643f1f2b998722db66fa7b51911f1d55
UI Sounds/Watch,Alert Battery Low 5p Salient Haptic.caf,Alert Battery Low 5p Salient Haptic,Alert_BatteryLow_5p_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_BatteryLow_5p_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,d925eed72aca7125a5a8096fd2cb5be4
UI Sounds/Watch,Alert Calendar Haptic.caf,Alert Calendar Haptic,Alert_Calendar_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_Calendar_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,c87b8f1bda2cca1e5852dfdcde048dc4
UI Sounds/Watch,Alert Calendar Salient Haptic.caf,Alert Calendar Salient Haptic,Alert_Calendar_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_Calendar_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,c1028989fdc9f5e656b69ceb6b6c8952
UI Sounds/Watch,Alert Health Haptic.caf,Alert Health Haptic,Alert_Health_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_Health_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",2,09aef3a1ea4448ca7fb55565e9c83007
UI Sounds/Watch,Alert Maps Directions In App Haptic.caf,Alert Maps Directions In App Haptic,Alert_MapsDirectionsInApp_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_MapsDirectionsInApp_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",2,19bc0c620bc1092dc4c66c38f62d9458
UI Sounds/Watch,Alert Passbook Geofence Salient Haptic.caf,Alert Passbook Geofence Salient Haptic,Alert_PassbookGeofence_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_PassbookGeofence_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,02d118f0a2671be43cbfb93c678e4375
UI Sounds/Watch,Alert Photostream Activity Haptic.caf,Alert Photostream Activity Haptic,Alert_PhotostreamActivity_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_PhotostreamActivity_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,ec47408a327ee887782fa3e85b938e12
UI Sounds/Watch,Alert Spartan Connected Low Latency Haptic.caf,Alert Spartan Connected Low Latency Haptic,Alert_SpartanConnected_LowLatency_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_SpartanConnected_LowLatency_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,7aacaa98ae0a236c16bd83bc95ad145a
UI Sounds/Watch,Alert Spartan Connecting Haptic.caf,Alert Spartan Connecting Haptic,Alert_SpartanConnecting_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_SpartanConnecting_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,2bb559dde6054ce237b8e96fb543c4c5
UI Sounds/Watch,Alert Spartan Disconnected Low Latency Haptic.caf,Alert Spartan Disconnected Low Latency Haptic,Alert_SpartanDisconnected_LowLatency_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_SpartanDisconnected_LowLatency_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,08a621295ed5b123c86da58b5695d90f
UI Sounds/Watch,Alert Voicemail Salient Haptic.caf,Alert Voicemail Salient Haptic,Alert_Voicemail_Salient_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_Voicemail_Salient_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,f775fe6234cf64d87c5293006ab3bc26
UI Sounds/Watch,Alert Walkie Talkie Haptic.caf,Alert Walkie Talkie Haptic,Alert_WalkieTalkie_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Alert_WalkieTalkie_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,57a6ceac917bd656dc41a7085d50df65
UI Sounds/Watch,Auto Unlock Haptic.caf,Auto Unlock Haptic,AutoUnlock_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/AutoUnlock_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,61443ee9e9704eb1858a18397def7ec1
UI Sounds/Watch,Battery Magsafe Haptic.caf,Battery Magsafe Haptic,BatteryMagsafe_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/BatteryMagsafe_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",0,a628fe7d03496b5f7bf558c30495bb7d
UI Sounds/Watch,Beat Haptic.caf,Beat Haptic,Beat_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/Beat_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",3,94cf44d1ac786cc830c98a70146a81f5
UI Sounds/Watch,Buddy Pairing Failure Haptic.caf,Buddy Pairing Failure Haptic,BuddyPairingFailure_Haptic.caf,"23G83__iPhone18,2/System/Library/Audio/UISounds/nano/BuddyPairingFailure_Haptic.caf","23G83__iPhone18,2/System/Library/Audio/UISounds/nano",1,f4798a5f77d977953735afebbb707af9
